,loannumber,loanamount,totaldue,termdays,good_bad_flag,longitude_gps,latitude_gps,approval_time,creationdate_dow,additional_charges,is_referred,age,ploan_loanamount_mean,ploan_loanamount_min,ploan_loanamount_25%,ploan_loanamount_50%,ploan_loanamount_75%,ploan_loanamount_max,ploan_totaldue_mean,ploan_totaldue_min,ploan_totaldue_25%,ploan_totaldue_50%,ploan_totaldue_75%,ploan_totaldue_max,ploan_termdays_mean,ploan_termdays_min,ploan_termdays_25%,ploan_termdays_50%,ploan_termdays_75%,ploan_termdays_max,ploan_approval_time_mean,ploan_approval_time_min,ploan_approval_time_25%,ploan_approval_time_50%,ploan_approval_time_75%,ploan_approval_time_max,ploan_return_days_mean,ploan_return_days_min,ploan_return_days_25%,ploan_return_days_50%,ploan_return_days_75%,ploan_return_days_max,ploan_first_return_days_mean,ploan_first_return_days_min,ploan_first_return_days_25%,ploan_first_return_days_50%,ploan_first_return_days_75%,ploan_first_return_days_max,ploan_additional charges_mean_x,ploan_additional charges_min_x,ploan_additional charges_25%_x,ploan_additional charges_50%_x,ploan_additional charges_75%_x,ploan_additional charges_max_x,ploan_additional charges_mean_y,ploan_additional charges_min_y,ploan_additional charges_25%_y,ploan_additional charges_50%_y,ploan_additional charges_75%_y,ploan_additional charges_max_y,not_repaid_percentage,bank_account_type_Other,bank_account_type_Savings,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank,employment_status_clients_Permanent
566,7,30000.0,34500.0,30,0,4.710238,8.1560615,1.0,3,4500.0,0,49.0,18333.33333333333,10000.0,12500.0,20000.0,20000.0,30000.0,22100.0,13000.0,15700.0,23800.0,24325.0,34500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0016666666666667,1.0,1.0,1.0,1.0,1.01,29.16666666666667,25.0,27.75,30.5,31.0,31.0,0.16666666666666666,-2.0,-1.0,-0.5,1.5,3.0,3766.666666666666,3000.0,3200.0,3800.0,4325.0,4500.0,3766.666666666666,3000.0,3200.0,3800.0,4325.0,4500.0,50.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
567,4,10000.0,11500.0,15,1,3.36992,6.5328119,1.0,0,1500.0,0,28.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,16.333333333333332,13.0,13.5,14.0,18.0,22.0,-3.0,-8.0,-4.5,-1.0,-0.5,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,33.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,2,10000.0,11500.0,15,0,3.3288,6.508595,1.0,0,1500.0,0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,17.0,17.0,17.0,17.0,17.0,17.0,11.0,11.0,11.0,11.0,11.0,11.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
569,4,10000.0,13000.0,30,0,7.5604399,8.925022300000002,1.02,1,3000.0,0,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,29.33333333333333,23.0,26.0,29.0,32.5,36.0,-0.3333333333333333,-6.0,-3.5,-1.0,2.5,6.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,33.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
570,9,10000.0,11500.0,15,0,3.9382775,7.4232966,1.0,4,1500.0,0,25.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11875.0,11500.0,11500.0,11500.0,11875.0,13000.0,18.75,15.0,15.0,15.0,18.75,30.0,1.0,1.0,1.0,1.0,1.0,1.0,29.75,19.0,22.0,23.5,34.5,54.0,-11.75,-38.0,-14.75,-8.0,-4.75,6.0,1875.0,1500.0,1500.0,1500.0,1875.0,3000.0,1875.0,1500.0,1500.0,1500.0,1875.0,3000.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,3,10000.0,13000.0,30,0,3.4317767,6.7954817,1.0,2,3000.0,0,36.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,29.0,30.0,31.0,32.0,33.0,-1.5,-3.0,-2.25,-1.5,-0.75,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,50.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
572,2,10000.0,11500.0,15,0,7.4740613,8.9699141,1.0,4,1500.0,0,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,22.0,22.0,22.0,22.0,22.0,22.0,7.0,7.0,7.0,7.0,7.0,7.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
573,3,10000.0,13000.0,30,0,7.5814258,8.982682800000003,1.01,0,3000.0,0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,28.0,28.5,29.0,29.5,30.0,-0.5,-1.0,-0.75,-0.5,-0.25,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
574,7,30000.0,39000.0,60,0,3.3716345000000003,6.616462400000001,1.0,5,9000.0,0,31.0,13333.333333333336,10000.0,10000.0,10000.0,17500.0,20000.0,16020.833333333336,11125.0,11500.0,12250.0,21625.0,24500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.0033333333333332,1.0,1.0,1.0,1.0,1.02,18.83333333333333,3.0,15.25,16.5,27.5,31.0,2.833333333333333,-2.0,-1.0,-0.5,7.5,11.0,2687.5,1125.0,1500.0,2250.0,4125.0,4500.0,2687.5,1125.0,1500.0,2250.0,4125.0,4500.0,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
575,11,40000.0,44000.0,30,0,7.4417198,9.0635319,1.0,3,4000.0,0,36.0,27000.0,10000.0,20000.0,30000.0,37500.0,40000.0,31250.0,11500.0,23975.0,34400.0,42200.0,47600.0,33.0,15.0,30.0,30.0,30.0,60.0,1.8159999999999998,1.0,1.0,1.0,1.0,9.15,27.7,13.0,24.5,28.0,28.75,58.0,1.3,-1.0,0.0,1.0,2.75,4.0,4250.0,1500.0,3850.0,4200.0,4475.0,7600.0,4250.0,1500.0,3850.0,4200.0,4475.0,7600.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
576,2,10000.0,11500.0,15,0,7.4124795,9.2888735,1.0,0,1500.0,0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,15.0,15.0,15.0,15.0,15.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577,9,20000.0,22250.0,15,1,6.0077345,5.4843285,1.0,2,2250.0,0,26.0,13750.0,10000.0,10000.0,10000.0,20000.0,20000.0,15587.5,11500.0,11500.0,12250.0,21900.0,21900.0,16.875,15.0,15.0,15.0,15.0,30.0,1.0025,1.0,1.0,1.0,1.0,1.02,20.25,5.0,12.75,14.5,28.25,42.0,-4.125,-28.0,-5.75,0.0,3.25,9.0,1837.5,1500.0,1500.0,1700.0,1900.0,3000.0,1837.5,1500.0,1500.0,1700.0,1900.0,3000.0,62.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,9,30000.0,34500.0,30,0,7.591843499999999,8.890312699999997,1.01,5,4500.0,0,28.0,13750.0,10000.0,10000.0,10000.0,20000.0,20000.0,15700.0,11400.0,11475.0,12250.0,21900.0,23000.0,18.75,15.0,15.0,15.0,18.75,30.0,1.00125,1.0,1.0,1.0,1.0,1.01,13.25,4.0,9.75,13.5,15.25,25.0,4.625,0.0,1.5,4.0,9.0,9.0,1950.0,1400.0,1475.0,1700.0,2175.0,3000.0,1950.0,1400.0,1475.0,1700.0,2175.0,3000.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,2,10000.0,13000.0,30,0,7.3660052,9.1344039,1.0,1,3000.0,0,42.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,28.0,28.0,28.0,28.0,28.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,7,10000.0,11500.0,15,0,5.6354443,6.299075299999998,1.0,2,1500.0,0,23.0,9166.666666666666,5000.0,10000.0,10000.0,10000.0,10000.0,11541.666666666664,5750.0,11875.0,13000.0,13000.0,13000.0,25.0,15.0,18.75,30.0,30.0,30.0,1.0033333333333332,1.0,1.0,1.0,1.0,1.02,23.0,7.0,17.0,27.0,28.75,34.0,1.3333333333333333,-5.0,-1.0,0.0,4.0,9.0,2375.0,750.0,1875.0,3000.0,3000.0,3000.0,2375.0,750.0,1875.0,3000.0,3000.0,3000.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
581,10,30000.0,39000.0,60,0,3.3497543,6.508765,1.0,4,9000.0,0,44.0,17777.777777777777,10000.0,10000.0,20000.0,20000.0,30000.0,21211.11111111111,11500.0,13000.0,23800.0,23800.0,34500.0,28.33333333333333,15.0,30.0,30.0,30.0,30.0,1.51,1.0,1.0,1.0,1.01,5.02,27.777777777777782,15.0,29.0,29.0,30.0,33.0,0.1111111111111111,-1.0,-1.0,-1.0,0.0,6.0,3433.333333333333,1500.0,3000.0,3800.0,3800.0,4500.0,3433.333333333333,1500.0,3000.0,3800.0,3800.0,4500.0,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
582,9,30000.0,39000.0,60,0,3.8754742,7.3261644,1.02,3,9000.0,0,24.0,18750.0,10000.0,10000.0,20000.0,22500.0,30000.0,23275.0,13000.0,13000.0,23800.0,27050.0,39000.0,37.5,30.0,30.0,30.0,37.5,60.0,1.0,1.0,1.0,1.0,1.0,1.0,27.375,5.0,17.75,27.0,32.25,62.0,6.125,-12.0,0.5,2.5,11.25,25.0,4525.0,3000.0,3000.0,3800.0,4550.0,9000.0,4525.0,3000.0,3000.0,3800.0,4550.0,9000.0,75.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,4,20000.0,24500.0,30,0,6.9968883,4.8418633,1.0,0,4500.0,0,36.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,27.0,28.5,30.0,36.0,42.0,2.333333333333333,-6.0,-3.5,-1.0,6.5,14.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,7,20000.0,24500.0,30,0,3.3243648,6.4938395999999985,1.02,4,4500.0,0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,31.83333333333333,29.0,31.0,31.5,32.75,35.0,-2.5,-6.0,-3.0,-2.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
585,6,30000.0,34500.0,30,0,7.367843400000001,9.008999800000002,1.02,4,4500.0,0,30.0,16000.0,10000.0,10000.0,20000.0,20000.0,20000.0,18850.0,11500.0,11500.0,22250.0,24500.0,24500.0,21.0,15.0,15.0,15.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,18.2,8.0,14.0,14.0,27.0,28.0,1.8,0.0,0.0,1.0,2.0,6.0,2850.0,1500.0,1500.0,2250.0,4500.0,4500.0,2850.0,1500.0,1500.0,2250.0,4500.0,4500.0,100.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
586,9,30000.0,39000.0,60,1,8.561972500000001,12.0155955,1.0,2,9000.0,0,38.0,16250.0,10000.0,10000.0,15000.0,20000.0,30000.0,18975.0,11500.0,12625.0,17450.0,22550.0,34500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,16.875,8.0,11.0,16.0,23.25,28.0,5.0,1.0,2.75,5.0,6.0,12.0,2725.0,1500.0,1800.0,2450.0,3375.0,4500.0,2725.0,1500.0,1800.0,2450.0,3375.0,4500.0,100.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
587,14,40000.0,44000.0,30,0,3.3632966,6.5346385,1.0,0,4000.0,0,41.0,28461.53846153846,10000.0,20000.0,30000.0,40000.0,40000.0,31923.07692307692,11500.0,22250.0,34400.0,44000.0,44800.0,24.23076923076923,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,20.69230769230769,6.0,11.0,27.0,28.0,32.0,2.9230769230769234,-1.0,1.0,3.0,4.0,10.0,3461.5384615384614,1500.0,2250.0,4000.0,4400.0,4800.0,3461.5384615384614,1500.0,2250.0,4000.0,4400.0,4800.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,15,30000.0,34500.0,30,0,3.3371601,6.6341039,1.0,4,4500.0,0,37.0,19285.714285714286,10000.0,10000.0,20000.0,27500.0,30000.0,22760.714285714286,11450.0,11500.0,24150.0,31925.0,36800.0,26.785714285714285,15.0,15.0,30.0,30.0,60.0,1.0014285714285711,1.0,1.0,1.0,1.0,1.02,27.214285714285715,0.0,13.25,31.5,35.5,62.0,-2.357142857142857,-16.0,-6.75,-2.5,0.75,15.0,3475.0,1450.0,1500.0,4100.0,4500.0,6800.0,3475.0,1450.0,1500.0,4100.0,4500.0,6800.0,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
589,5,20000.0,24500.0,30,0,3.8785952,7.3880557,1.02,5,4500.0,0,28.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15500.0,11500.0,12625.0,13000.0,15875.0,24500.0,26.25,15.0,26.25,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,19.5,5.0,19.25,24.0,24.25,25.0,5.75,4.0,4.75,5.0,6.0,9.0,3000.0,1500.0,2625.0,3000.0,3375.0,4500.0,3000.0,1500.0,2625.0,3000.0,3375.0,4500.0,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
590,3,10000.0,13000.0,30,0,3.3372953,6.6499933,1.02,3,3000.0,1,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.01,1.0,1.005,1.01,1.015,1.02,21.5,15.0,18.25,21.5,24.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
591,2,10000.0,13000.0,30,1,3.2457042,6.646544500000001,1.0,0,3000.0,0,28.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
592,13,30000.0,34500.0,30,0,3.0753597000000004,6.507543,1.02,3,4500.0,0,30.0,20000.0,10000.0,10000.0,20000.0,30000.0,30000.0,23816.66666666667,12900.0,13000.0,23800.0,34500.0,34500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,30.83333333333333,5.0,26.5,28.5,34.0,54.0,-1.1666666666666667,-23.0,-4.0,1.5,4.0,25.0,3816.666666666666,2900.0,3000.0,3800.0,4500.0,4500.0,3816.666666666666,2900.0,3000.0,3800.0,4500.0,4500.0,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,2,10000.0,13000.0,30,0,3.9813056,6.620715,1.0,2,3000.0,1,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,20.0,20.0,20.0,20.0,20.0,20.0,8.0,8.0,8.0,8.0,8.0,8.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
594,5,20000.0,24500.0,30,0,4.5100004999999985,9.8838537,1.0,3,4500.0,1,39.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,14750.0,11500.0,11500.0,11500.0,14750.0,24500.0,18.75,15.0,15.0,15.0,18.75,30.0,1.0,1.0,1.0,1.0,1.0,1.0,16.25,12.0,12.0,12.5,16.75,28.0,1.25,0.0,0.0,0.5,1.75,4.0,2250.0,1500.0,1500.0,1500.0,2250.0,4500.0,2250.0,1500.0,1500.0,1500.0,2250.0,4500.0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2,10000.0,13000.0,30,0,3.4286341,6.4271847,1.0,1,3000.0,0,43.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,21.0,21.0,21.0,21.0,21.0,21.0,12.0,12.0,12.0,12.0,12.0,12.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
596,2,10000.0,11500.0,15,0,4.5347186,7.7643589,1.0,5,1500.0,1,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,17.0,17.0,17.0,17.0,17.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
597,5,20000.0,24500.0,30,0,5.1458437,5.6575757000000015,1.0,3,4500.0,0,38.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15125.0,11500.0,11500.0,12250.0,15875.0,24500.0,22.5,15.0,15.0,22.5,30.0,30.0,1.005,1.0,1.0,1.0,1.005,1.02,7.0,2.0,5.0,6.5,8.5,13.0,15.5,10.0,12.25,15.0,18.25,22.0,2625.0,1500.0,1500.0,2250.0,3375.0,4500.0,2625.0,1500.0,1500.0,2250.0,3375.0,4500.0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
598,3,10000.0,13000.0,30,0,3.3639265,6.596922200000002,1.0,0,3000.0,0,31.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,29.5,29.0,29.25,29.5,29.75,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,5,10000.0,13000.0,30,1,6.9324867,6.0378504999999985,1.0,3,3000.0,0,38.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11500.0,12250.0,13000.0,13000.0,22.5,15.0,15.0,22.5,30.0,30.0,1.005,1.0,1.0,1.0,1.005,1.02,20.0,6.0,12.0,20.0,28.0,34.0,1.0,-5.0,-1.25,1.0,3.25,7.0,2250.0,1500.0,1500.0,2250.0,3000.0,3000.0,2250.0,1500.0,1500.0,2250.0,3000.0,3000.0,75.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
600,4,15000.0,18375.0,30,0,7.002548599999999,4.8054935,1.0,0,3375.0,0,32.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,29.0,29.5,30.0,30.5,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
601,5,20000.0,24500.0,30,0,5.824725099999998,5.5905122,1.0,3,4500.0,0,39.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,14750.0,11500.0,11500.0,11500.0,14750.0,24500.0,18.75,15.0,15.0,15.0,18.75,30.0,1.0,1.0,1.0,1.0,1.0,1.0,11.5,6.0,6.0,6.5,12.0,27.0,5.5,1.0,4.75,6.5,7.25,8.0,2250.0,1500.0,1500.0,1500.0,2250.0,4500.0,2250.0,1500.0,1500.0,1500.0,2250.0,4500.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
602,4,20000.0,24500.0,30,0,7.4473983,8.9973983,1.0,1,4500.0,0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12500.0,11500.0,12250.0,13000.0,13000.0,13000.0,25.0,15.0,22.5,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,23.33333333333333,16.0,20.5,25.0,27.0,29.0,0.6666666666666666,-1.0,-0.5,0.0,1.5,3.0,2500.0,1500.0,2250.0,3000.0,3000.0,3000.0,2500.0,1500.0,2250.0,3000.0,3000.0,3000.0,67.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603,3,10000.0,13000.0,30,0,3.4926489000000003,6.6241897,1.0,3,3000.0,0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,22.5,17.0,19.75,22.5,25.25,28.0,7.0,3.0,5.0,7.0,9.0,11.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
604,6,10000.0,13000.0,30,0,4.5603543,7.4837879,1.0,0,3000.0,0,27.0,12000.0,10000.0,10000.0,10000.0,10000.0,20000.0,14560.0,11500.0,11500.0,13000.0,13000.0,23800.0,24.0,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,25.2,14.0,15.0,31.0,32.0,34.0,-2.0,-6.0,-3.0,-1.0,-1.0,1.0,2560.0,1500.0,1500.0,3000.0,3000.0,3800.0,2560.0,1500.0,1500.0,3000.0,3000.0,3800.0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
605,2,10000.0,13000.0,30,0,5.2269809999999985,7.4711703,1.02,3,3000.0,0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,43.0,43.0,43.0,43.0,43.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,4,20000.0,24500.0,30,0,3.3815687999999997,6.5311877,1.0,4,4500.0,1,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12000.0,11500.0,11500.0,11500.0,12250.0,13000.0,20.0,15.0,15.0,15.0,22.5,30.0,1.0,1.0,1.0,1.0,1.0,1.0,16.666666666666668,9.0,11.0,13.0,20.5,28.0,2.333333333333333,1.0,1.5,2.0,3.0,4.0,2000.0,1500.0,1500.0,1500.0,2250.0,3000.0,2000.0,1500.0,1500.0,1500.0,2250.0,3000.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
